,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,
,,,,1,,,,,,,,,,,,,,,61,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,,21,,,,,,1,,,,,,,,,1,1,1,,,,21,,,,,,,,,
,,,,,,,,,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,99
,,,,,,,,,,,,,,,,,,,,,,,1,,61,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21,,,,1,,,,,,,,1,,,,,
20,,,,,,1,,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,
,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
